user_id,event_name,event_ts
U000001,app_install,2024-05-04 18:00:00
U000001,app_open,2024-05-04 18:06:00
U000001,signup_started,2024-05-04 18:50:00
U000001,signup_completed,2024-05-04 19:38:00
U000002,app_install,2024-01-05 21:00:00
U000002,app_open,2024-01-05 21:16:00
U000003,app_install,2024-02-23 20:00:00
U000003,app_open,2024-02-23 20:17:00
U000003,signup_started,2024-02-23 20:26:00
U000003,signup_completed,2024-02-23 21:03:00
U000003,kyc_initiated,2024-02-23 21:19:00
U000004,app_install,2024-02-13 22:00:00
U000004,app_open,2024-02-13 22:16:00
U000005,app_install,2024-05-23 20:00:00
U000005,app_open,2024-05-23 20:04:00
U000006,app_install,2024-05-11 11:00:00
U000006,app_open,2024-05-11 11:21:00
U000006,signup_started,2024-05-11 11:55:00
U000006,signup_completed,2024-05-11 12:06:00
U000007,app_install,2024-06-22 03:00:00
U000008,app_install,2024-01-17 08:00:00
U000009,app_install,2024-03-22 20:00:00
U000009,app_open,2024-03-22 20:11:00
U000010,app_install,2024-01-06 07:00:00
U000010,app_open,2024-01-06 07:11:00
U000010,signup_started,2024-01-06 07:58:00
U000010,signup_completed,2024-01-06 07:49:00
U000011,app_install,2024-02-12 11:00:00
U000011,app_open,2024-02-12 11:11:00
U000011,signup_started,2024-02-12 11:56:00
U000011,signup_completed,2024-02-12 12:06:00
U000011,kyc_initiated,2024-02-12 12:47:00
U000012,app_install,2024-04-08 05:00:00
U000012,app_open,2024-04-08 05:13:00
U000012,signup_started,2024-04-08 05:44:00
U000012,signup_completed,2024-04-08 06:39:00
U000012,kyc_initiated,2024-04-08 05:34:00
U000013,app_install,2024-01-06 03:00:00
U000013,app_open,2024-01-06 03:28:00
U000014,app_install,2024-02-08 00:00:00
U000014,app_open,2024-02-08 00:16:00
U000015,app_install,2024-05-06 19:00:00
U000015,app_open,2024-05-06 19:16:00
U000016,app_install,2024-04-15 12:00:00
U000016,app_open,2024-04-15 12:24:00
U000017,app_install,2024-02-12 04:00:00
U000018,app_install,2024-04-24 19:00:00
U000018,app_open,2024-04-24 19:08:00
U000018,signup_started,2024-04-24 19:51:00
U000018,signup_completed,2024-04-24 19:54:00
U000019,app_install,2024-06-06 00:00:00
U000020,app_install,2024-05-27 08:00:00
U000020,app_open,2024-05-27 08:19:00
U000020,signup_started,2024-05-27 08:21:00
U000020,signup_completed,2024-05-27 09:43:00
U000020,kyc_initiated,2024-05-27 08:22:00
U000021,app_install,2024-05-15 16:00:00
U000022,app_install,2024-03-07 02:00:00
U000022,app_open,2024-03-07 02:20:00
U000023,app_install,2024-01-31 23:00:00
U000023,app_open,2024-01-31 23:04:00
U000023,signup_started,2024-01-31 23:26:00
U000023,signup_completed,2024-01-31 23:21:00
U000023,kyc_initiated,2024-01-31 23:39:00
U000023,kyc_completed,2024-02-01 02:56:00
U000024,app_install,2024-05-28 15:00:00
U000024,app_open,2024-05-28 15:03:00
U000024,signup_started,2024-05-28 15:16:00
U000024,signup_completed,2024-05-28 15:43:00
U000025,app_install,2024-01-20 01:00:00
U000025,app_open,2024-01-20 01:18:00
U000025,signup_started,2024-01-20 01:08:00
U000026,app_install,2024-03-14 18:00:00
U000027,app_install,2024-03-10 03:00:00
U000028,app_install,2024-04-27 14:00:00
U000028,app_open,2024-04-27 14:01:00
U000028,signup_started,2024-04-27 14:44:00
U000028,signup_completed,2024-04-27 14:14:00
U000028,kyc_initiated,2024-04-27 16:32:00
U000028,kyc_completed,2024-04-27 15:31:00
U000028,first_transaction,2024-04-27 20:19:00
U000028,notification_opted_in,2024-04-27 20:03:00
U000028,day1_return,2024-04-28 17:40:00
U000029,app_install,2024-06-05 12:00:00
U000030,app_install,2024-05-21 06:00:00
U000030,app_open,2024-05-21 06:26:00
U000031,app_install,2024-04-14 18:00:00
U000031,app_open,2024-04-14 18:19:00
U000031,signup_started,2024-04-14 18:49:00
U000032,app_install,2024-06-28 13:00:00
U000032,app_open,2024-06-28 13:13:00
U000032,signup_started,2024-06-28 13:32:00
U000033,app_install,2024-01-16 09:00:00
U000033,app_open,2024-01-16 09:25:00
U000033,signup_started,2024-01-16 09:48:00
U000033,signup_completed,2024-01-16 10:39:00
U000033,kyc_initiated,2024-01-16 09:29:00
U000033,kyc_completed,2024-01-16 14:00:00
U000033,first_transaction,2024-01-16 10:42:00
U000034,app_install,2024-02-26 12:00:00
U000034,app_open,2024-02-26 12:07:00
U000035,app_install,2024-04-30 03:00:00
U000035,app_open,2024-04-30 03:15:00
U000036,app_install,2024-04-22 06:00:00
U000036,app_open,2024-04-22 06:29:00
U000037,app_install,2024-05-16 01:00:00
U000038,app_install,2024-01-09 23:00:00
U000038,app_open,2024-01-09 23:30:00
U000038,signup_started,2024-01-09 23:22:00
U000038,signup_completed,2024-01-10 00:02:00
U000038,kyc_initiated,2024-01-09 23:17:00
U000039,app_install,2024-02-14 14:00:00
U000039,app_open,2024-02-14 14:05:00
U000039,signup_started,2024-02-14 14:47:00
U000039,signup_completed,2024-02-14 15:38:00
U000040,app_install,2024-01-16 08:00:00
U000041,app_install,2024-06-17 12:00:00
U000041,app_open,2024-06-17 12:27:00
U000041,signup_started,2024-06-17 12:17:00
U000042,app_install,2024-03-14 05:00:00
U000042,app_open,2024-03-14 05:03:00
U000043,app_install,2024-03-29 21:00:00
U000043,app_open,2024-03-29 21:30:00
U000044,app_install,2024-06-10 05:00:00
U000044,app_open,2024-06-10 05:12:00
U000044,signup_started,2024-06-10 05:34:00
U000044,signup_completed,2024-06-10 05:35:00
U000044,kyc_initiated,2024-06-10 07:59:00
U000044,kyc_completed,2024-06-10 05:58:00
U000044,first_transaction,2024-06-10 12:40:00
U000045,app_install,2024-02-01 19:00:00
U000045,app_open,2024-02-01 19:17:00
U000045,signup_started,2024-02-01 19:23:00
U000045,signup_completed,2024-02-01 20:21:00
U000045,kyc_initiated,2024-02-01 19:56:00
U000046,app_install,2024-03-09 11:00:00
U000047,app_install,2024-05-10 03:00:00
U000048,app_install,2024-05-16 18:00:00
U000048,app_open,2024-05-16 18:21:00
U000049,app_install,2024-05-05 14:00:00
U000050,app_install,2024-04-28 12:00:00
U000051,app_install,2024-02-03 07:00:00
U000051,app_open,2024-02-03 07:13:00
U000052,app_install,2024-05-21 14:00:00
U000052,app_open,2024-05-21 14:12:00
U000053,app_install,2024-02-01 23:00:00
U000053,app_open,2024-02-01 23:22:00
U000053,signup_started,2024-02-01 23:55:00
U000053,signup_completed,2024-02-02 00:29:00
U000053,kyc_initiated,2024-02-02 00:48:00
U000054,app_install,2024-03-14 19:00:00
U000054,app_open,2024-03-14 19:14:00
U000055,app_install,2024-06-28 00:00:00
U000056,app_install,2024-05-13 06:00:00
U000056,app_open,2024-05-13 06:05:00
U000057,app_install,2024-02-12 01:00:00
U000057,app_open,2024-02-12 01:22:00
U000058,app_install,2024-03-03 06:00:00
U000058,app_open,2024-03-03 06:24:00
U000058,signup_started,2024-03-03 06:14:00
U000058,signup_completed,2024-03-03 06:37:00
U000058,kyc_initiated,2024-03-03 07:33:00
U000059,app_install,2024-02-14 05:00:00
U000059,app_open,2024-02-14 05:29:00
U000059,signup_started,2024-02-14 05:14:00
U000059,signup_completed,2024-02-14 05:30:00
U000059,kyc_initiated,2024-02-14 07:01:00
U000059,kyc_completed,2024-02-14 06:30:00
U000059,first_transaction,2024-02-14 15:05:00
U000060,app_install,2024-06-05 14:00:00
U000060,app_open,2024-06-05 14:04:00
U000061,app_install,2024-03-18 11:00:00
U000062,app_install,2024-01-13 02:00:00
U000062,app_open,2024-01-13 02:29:00
U000063,app_install,2024-06-26 21:00:00
U000063,app_open,2024-06-26 21:07:00
U000064,app_install,2024-06-19 11:00:00
U000064,app_open,2024-06-19 11:28:00
U000064,signup_started,2024-06-19 11:21:00
U000064,signup_completed,2024-06-19 11:34:00
U000064,kyc_initiated,2024-06-19 13:26:00
U000064,kyc_completed,2024-06-19 13:53:00
U000064,first_transaction,2024-06-19 20:52:00
U000065,app_install,2024-03-02 21:00:00
U000065,app_open,2024-03-02 21:15:00
U000066,app_install,2024-05-07 12:00:00
U000066,app_open,2024-05-07 12:13:00
U000067,app_install,2024-03-17 23:00:00
U000067,app_open,2024-03-17 23:09:00
U000067,signup_started,2024-03-17 23:40:00
U000067,signup_completed,2024-03-17 23:34:00
U000067,kyc_initiated,2024-03-18 01:20:00
U000068,app_install,2024-03-30 03:00:00
U000068,app_open,2024-03-30 03:08:00
U000068,signup_started,2024-03-30 03:09:00
U000069,app_install,2024-02-21 19:00:00
U000069,app_open,2024-02-21 19:03:00
U000069,signup_started,2024-02-21 19:14:00
U000070,app_install,2024-02-17 02:00:00
U000070,app_open,2024-02-17 02:06:00
U000070,signup_started,2024-02-17 02:10:00
U000070,signup_completed,2024-02-17 03:41:00
U000070,kyc_initiated,2024-02-17 02:38:00
U000070,kyc_completed,2024-02-17 02:31:00
U000070,first_transaction,2024-02-17 10:23:00
U000070,notification_opted_in,2024-02-17 07:03:00
U000070,day1_return,2024-02-18 09:10:00
U000071,app_install,2024-04-19 18:00:00
U000071,app_open,2024-04-19 18:28:00
U000072,app_install,2024-02-21 18:00:00
U000073,app_install,2024-04-23 09:00:00
U000073,app_open,2024-04-23 09:20:00
U000073,signup_started,2024-04-23 09:31:00
U000074,app_install,2024-06-23 08:00:00
U000075,app_install,2024-03-18 02:00:00
U000075,app_open,2024-03-18 02:22:00
U000076,app_install,2024-02-12 18:00:00
U000076,app_open,2024-02-12 18:09:00
U000076,signup_started,2024-02-12 18:51:00
U000076,signup_completed,2024-02-12 19:57:00
U000076,kyc_initiated,2024-02-12 19:36:00
U000076,kyc_completed,2024-02-12 22:20:00
U000077,app_install,2024-04-08 13:00:00
U000077,app_open,2024-04-08 13:15:00
U000078,app_install,2024-01-18 04:00:00
U000078,app_open,2024-01-18 04:26:00
U000078,signup_started,2024-01-18 04:25:00
U000078,signup_completed,2024-01-18 04:58:00
U000078,kyc_initiated,2024-01-18 06:56:00
U000078,kyc_completed,2024-01-18 05:46:00
U000078,first_transaction,2024-01-18 11:49:00
U000078,notification_opted_in,2024-01-18 11:19:00
U000078,day1_return,2024-01-19 04:28:00
U000078,day7_return,2024-01-25 18:49:00
U000079,app_install,2024-06-16 12:00:00
U000079,app_open,2024-06-16 12:06:00
U000080,app_install,2024-01-30 05:00:00
U000080,app_open,2024-01-30 05:16:00
U000081,app_install,2024-02-01 06:00:00
U000081,app_open,2024-02-01 06:14:00
U000081,signup_started,2024-02-01 06:36:00
U000081,signup_completed,2024-02-01 06:11:00
U000081,kyc_initiated,2024-02-01 07:33:00
U000081,kyc_completed,2024-02-01 07:51:00
U000081,first_transaction,2024-02-01 12:46:00
U000081,notification_opted_in,2024-02-01 17:50:00
U000081,day1_return,2024-02-02 16:36:00
U000081,day7_return,2024-02-09 05:20:00
U000082,app_install,2024-03-22 00:00:00
U000083,app_install,2024-01-13 08:00:00
U000083,app_open,2024-01-13 08:18:00
U000083,signup_started,2024-01-13 08:26:00
U000083,signup_completed,2024-01-13 09:23:00
U000083,kyc_initiated,2024-01-13 09:39:00
U000083,kyc_completed,2024-01-13 10:09:00
U000083,first_transaction,2024-01-13 11:10:00
U000083,notification_opted_in,2024-01-13 14:34:00
U000083,day1_return,2024-01-15 05:35:00
U000083,day7_return,2024-01-21 03:32:00
U000084,app_install,2024-03-15 04:00:00
U000085,app_install,2024-03-31 08:00:00
U000086,app_install,2024-02-18 15:00:00
U000087,app_install,2024-06-16 06:00:00
U000088,app_install,2024-05-12 13:00:00
U000088,app_open,2024-05-12 13:23:00
U000089,app_install,2024-01-23 02:00:00
U000089,app_open,2024-01-23 02:12:00
U000089,signup_started,2024-01-23 02:34:00
U000089,signup_completed,2024-01-23 03:49:00
U000089,kyc_initiated,2024-01-23 02:52:00
U000090,app_install,2024-06-20 14:00:00
U000090,app_open,2024-06-20 14:10:00
U000090,signup_started,2024-06-20 14:15:00
U000090,signup_completed,2024-06-20 15:25:00
U000090,kyc_initiated,2024-06-20 14:47:00
U000091,app_install,2024-05-25 20:00:00
U000091,app_open,2024-05-25 20:11:00
U000091,signup_started,2024-05-25 20:30:00
U000091,signup_completed,2024-05-25 20:32:00
U000092,app_install,2024-05-29 15:00:00
U000093,app_install,2024-03-07 10:00:00
U000094,app_install,2024-02-26 22:00:00
U000094,app_open,2024-02-26 22:05:00
U000094,signup_started,2024-02-26 22:40:00
U000094,signup_completed,2024-02-26 23:55:00
U000094,kyc_initiated,2024-02-26 22:37:00
U000095,app_install,2024-01-31 15:00:00
U000095,app_open,2024-01-31 15:02:00
U000095,signup_started,2024-01-31 15:07:00
U000095,signup_completed,2024-01-31 15:38:00
